               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.083479,            0.029581,            0.014236,             0.68089,             0.27245,             0.16385,            0.069406,            0.057835,            0.016174,           0.0050679,              0.0701,           0.0033223,           0.0033223
